circle_10, 0.016
circle_100, 0.020
circle_1000, 0.025
circle_100_100, 0.047
circle_100_20, 0.021
circle_100_50, 0.031
circle_20, 0.016
circle_200, 0.016
circle_30_500, 0.203
circle_50, 0.016
circle_500, 0.016
random100, 0.015
random1000, 0.015
random10000, 0.025
random100000, 0.171
random1000000, 1.969
random10000000, 22.451
random20, 0.018
random250, 0.016
random50, 0.017
random500, 0.017
