circle_10, 0.016
circle_100, 0.019
circle_1000, 0.041
circle_100_100, 0.045
circle_100_20, 0.021
circle_100_50, 0.027
circle_20, 0.015
circle_200, 0.016
circle_30_500, 0.119
circle_50, 0.016
circle_500, 0.017
random100, 0.017
random1000, 0.017
random10000, 0.022
random100000, 0.093
random1000000, 0.867
random10000000, 8.733
random20, 0.022
random250, 0.025
random50, 0.021
random500, 0.022
